边,biān
滨,bīn
橙,chéng
春,chūn
葱,cōng
底,dǐ
冬,dōng
后,hòu
季,jì
姜,jiāng
界,jiè
卡,kǎ
刻,kè
梨,lí
里,lǐ
秒,miǎo
末,mò
内,nèi
畔,pàn
前,qián
仁,rén
日,rì
桃,táo
外,wài
下,xià
夏,xià
杏,xìng
血,xuè
右,yòu
釉,yòu
月,yuè
周,zhōu
左,zuǒ
二重接,èr,chóng,jiē
二重性,èr,chóng,xìng
二重奏,èr,chóng,zòu
发报机,fā,bào,jī
发病率,fā,bìng,lǜ
发电厂,fā,diàn,chǎng
发电机,fā,diàn,jī
发动机,fā,dòng,jī
发端词,fā,duān,cí
发行量,fā,xíng,liàng
发行人,fā,xíng,rén
发横财,fā,hèng,cái
发酒疯,fā,jǐu,fēng
发刊词,fā,kān,cí
发令枪,fā,lìng,qiāng
发明家,fā,míng,jiā
发明权,fā,míng,quán
发脾气,fā,pí,qì
发起人,fā,qǐ,rén
发烧友,fā,shāo,yǒu
发神经,fā,shén,jīng
发祥地,fā,xiáng,dì
发芽率,fā,yá,lǜ
发言权,fā,yán,quán
发言人,fā,yán,rén
发洋财,fā,yáng,cái
发语词,fā,yǔ,cí
发源地,fā,yuán,dì
伐木斧,fá,mù,fǔ
伐木工,fá,mù,gōng
伐木绳,fá,mù,shéng
伐湘竹,fá,xiāng,zhú
罚没车,fá,mò,chē
阀导柱,fá,dǎo,zhù
阀簧座,fá,huáng,zuò
阀控制,fá,kòng,zhì
阀门井,fá,mén,jǐng
阀门箱,fá,mén,xiāng
阀青铜,fá,qīng,tóng
阀升程,fá,shēng,chéng
阀装置,fá,zhuāng,zhì
法贝尔,fǎ,bèi,ěr
法城村,fǎ,chéng,cūn
法德兰,fǎ,dé,lán
法迪尔,fǎ,dí,ěr
法定犯,fǎ,dìng,fàn
法定时,fǎ,dìng,shí
法定刑,fǎ,dìng,xíng
法尔贡,fǎ,ěr,gòng
法尔坎,fǎ,ěr,kǎn
法尔杉,fǎ,ěr,shān
法方程,fǎ,fāng,chéng
法戈第,fǎ,gē,dì
法官室,fǎ,guān,shì
法规部,fǎ,guī,bù
法国籍,fǎ,guó,jí
法国梳,fǎ,guó,shū
法警队,fǎ,jǐng,duì
法拉第,fǎ,lā,dì
法兰垫,fǎ,lán,diàn
法兰座,fǎ,lán,zuò
法老蚁,fǎ,lǎo,yǐ
法乐美,fǎ,yuè,měi
法蕾尔,fǎ,lěi,ěr
法力蓟,fǎ,lì,jì
法力犬,fǎ,lì,quǎn
法力值,fǎ,lì,zhí
法鲁萨,fǎ,lǔ,sà
法律部,fǎ,lǜ,bù
法律界,fǎ,lǜ,jiè
法玛新,fǎ,mǎ,xīn
法娜妮,fǎ,nà,nī
法呢基,fǎ,ne,jī
法尼尼,fǎ,ní,ní
法人股,fǎ,rén,gǔ
法师区,fǎ,shī,qū
法师塔,fǎ,shī,tǎ
法狮龙,fǎ,shī,lóng
法书录,fǎ,shū,lù
法斯雷,fǎ,sī,léi
法塔赫,fǎ,tǎ,hè
法桐树,fǎ,tóng,shù
法图集,fǎ,tú,jí
法伟堂,fǎ,wěi,táng
法西斯,fǎ,xī,sī
法向力,fǎ,xiàng,lì
法医学,fǎ,yī,xué
法政路,fǎ,zhèng,lù
法制感,fǎ,zhì,gǎn
法制史,fǎ,zhì,shǐ
珐琅漆,fà,láng,qī
珐琅器,fà,láng,qì
珐琅质,fà,láng,zhì
帆布床,fān,bù,chuáng
帆布带,fān,bù,dài
帆布画,fān,bù,huà
帆布鞋,fān,bù,xié
帆龙鰧,fān,lóng,téng
帆鳍鲂,fān,qí,fáng
帆鳍鲉,fān,qí,yóu
番红花,fān,hóng,huā
番后街,fān,hòu,jiē
番荔枝,fān,lì,zhī
番茉莉,fān,mò,lì
番木鳖,fān,mù,biē
番木瓜,fān,mù,guā
番茄苷,fān,qié,gān
番茄碱,fān,qié,jiǎn
番茄酱,fān,qié,jiàng
番茄属,fān,qié,shǔ
番茄象,fān,qié,xiàng
番茄汁,fān,qié,zhī
番石榴,fān,shí,líu
番薯属,fān,shǔ,shǔ
番泻叶,fān,xiè,yè
番杏科,fān,xìng,kē
番杏属,fān,xìng,shǔ
番禺区,pān,yú,qū
藩城堤,fān,chéng,dī
藩署街,fān,shǔ,jiē
翻白菜,fān,bái,cài
翻白草,fān,bái,cǎo
翻白眼,fān,bái,yǎn
翻白叶,fān,bái,yè
翻板阀,fān,bǎn,fá
翻车工,fān,chē,gōng
翻车机,fān,chē,jī
翻车鱼,fān,chē,yú
翻锭车,fān,dìng,chē
翻锭机,fān,dìng,jī
翻锭器,fān,dìng,qì
翻锭座,fān,dìng,zuò
翻斗车,fān,dǒu,chē
翻个儿,fān,gè,ér
翻跟头,fān,gēn,tou
翻轨机,fān,guǐ,jī
翻筋斗,fān,jīn,dǒu
翻两番,fān,liǎng,fān
翻路机,fān,lù,jī
翻拍架,fān,pāi,jià
翻三番,fān,sān,fān
翻身村,fān,shēn,cūn
翻身架,fān,shēn,jià
翻身仗,fān,shēn,zhàng
翻新胎,fān,xīn,tāi
翻译器,fān,yì,qì
翻译室,fān,yì,shì
凡尔丁,fán,ěr,dīng
凡尔赛,fán,ěr,sài
凡二章,fán,èr,zhāng
凡慕多,fán,mù,duō
凡三章,fán,sān,zhāng
凡士林,fán,shì,lín
矾冰液,fán,bīng,yè
矾藤痔,fán,téng,zhì
钒黄铜,fán,huáng,tóng
钒铅矿,fán,qiān,kuàng
钒酸酐,fán,suān,gān
钒酸钾,fán,suān,jiǎ
钒酸钠,fán,suān,nà
钒酸铀,fán,suān,yóu
钒铜矿,fán,tóng,kuàng
钒铀矿,fán,yóu,kuàng
烦恼魔,fán,nǎo,mó
烦夜蛾,fán,yè,é
樊城堤,fán,chéng,dī
樊城区,fán,chéng,qū
樊洼路,fán,wā,lù
樊孝露,fán,xiào,lù
樊庄村,fán,zhuāng,cūn
繁体字,fán,tǐ,zì
繁殖力,fán,zhí,lì
繁殖率,fán,zhí,lǜ
繁殖区,fán,zhí,qū
繁殖芽,fán,zhí,yá
繁峙县,fán,shì,xiàn
反比例,fǎn,bǐ,lì
反变形,fǎn,biàn,xíng
反冲力,fǎn,chōng,lì
反刍类,fǎn,chú,lèi
反刍胃,fǎn,chú,wèi
反代型,fǎn,dài,xíng
反弹力,fǎn,tán,lì
反氘核,fǎn,dāo,hé
反电极,fǎn,diàn,jí
反电位,fǎn,diàn,wèi
反电子,fǎn,diàn,zǐ
反顶尖,fǎn,dǐng,jiān
反动派,fǎn,dòng,pài
反渎局,fǎn,dú,jú
反堆积,fǎn,duī,jī
反对党,fǎn,duì,dǎng
反对派,fǎn,duì,pài
反对票,fǎn,duì,piào
反樊城,fǎn,fán,chéng
反方位,fǎn,fāng,wèi
反放电,fǎn,fàng,diàn
反戈蝎,fǎn,gē,xiē
反革命,fǎn,gé,mìng
反关脉,fǎn,guān,mài
反光灯,fǎn,guāng,dēng
反光镜,fǎn,guāng,jìng
反癸烯,fǎn,guǐ,xī
反回键,fǎn,huí,jiàn
反回蚀,fǎn,huí,shí
反汇编,fǎn,huì,biān
反极图,fǎn,jí,tú
反间计,fǎn,jiàn,jì
反建议,fǎn,jiàn,yì
反键态,fǎn,jiàn,tài
反粒子,fǎn,lì,zǐ
反滤层,fǎn,lǜ,céng
反气旋,fǎn,qì,xuán
反潜机,fǎn,qián,jī
反倾销,fǎn,qīng,xiāo
反射角,fǎn,shè,jiǎo
反渗透,fǎn,shèn,tòu
反贪局,fǎn,tān,jú
反套期,fǎn,tào,qī
反跳痛,fǎn,tiào,tòng
反投机,fǎn,tóu,jī
反位置,fǎn,wèi,zhì
反物质,fǎn,wù,zhì
反洗液,fǎn,xǐ,yè
反向波,fǎn,xiàng,bō
反向锄,fǎn,xiàng,chú
反向带,fǎn,xiàng,dài
反向力,fǎn,xiàng,lì
反向器,fǎn,xiàng,qì
反向图,fǎn,xiàng,tú
反辛烯,fǎn,xīn,xī
反型层,fǎn,xíng,céng
反型区,fǎn,xíng,qū
反序列,fǎn,xù,liè
反义词,fǎn,yì,cí
反抑制,fǎn,yì,zhì
反影镜,fǎn,yǐng,jìng
反应堆,fǎn,yìng,duī
反应器,fǎn,yìng,qì
反应热,fǎn,yìng,rè
反应式,fǎn,yìng,shì
反映论,fǎn,yìng,lùn
反映象,fǎn,yìng,xiàng
反酉的,fǎn,yǒu,de
反右倾,fǎn,yòu,qīng
反张力,fǎn,zhāng,lì
反证法,fǎn,zhèng,fǎ
反枝苋,fǎn,zhī,xiàn
反转片,fǎn,zhuǎn,piàn
反左书,fǎn,zuǒ,shū
反作用,fǎn,zuò,yòng
返波管,fǎn,bō,guǎn
返工率,fǎn,gōng,lǜ
返还率,fǎn,huán,lǜ
返回的,fǎn,huí,de
返回管,fǎn,huí,guǎn
返回率,fǎn,huí,lǜ
返回酸,fǎn,huí,suān
返魂草,fǎn,hún,cǎo
返矿槽,fǎn,kuàng,cáo
返矿率,fǎn,kuàng,lǜ
返迁移,fǎn,qiān,yí
返青期,fǎn,qīng,qī
返渗透,fǎn,shèn,tòu
返销粮,fǎn,xiāo,liáng
犯不上,fàn,bù,shàng
犯不着,fàn,bù,zháo
犯得着,fàn,de,zháo
犯节气,fàn,jié,qì
饭豇豆,fàn,jiāng,dòu
饭楼凸,fàn,lóu,tū
饭遭殃,fàn,zāo,yāng
泛神论,fàn,shén,lùn
范德官,fàn,dé,guān
范迪尔,fàn,dí,ěr
范迪姆,fàn,dí,mǔ
范蒂丝,fàn,dì,sī
范二娃,fàn,èr,wá
范国英,fàn,guó,yīng
范井村,fàn,jǐng,cūn
范立础,fàn,lì,chǔ
范伶俐,fàn,líng,lì
范南村,fàn,nán,cūn
范潭村,fàn,tán,cūn
范溪村,fàn,xī,cūn
范巷村,fàn,xiàng,cūn
范窑村,fàn,yáo,cūn
范以煦,fàn,yǐ,xù
范忠信,fàn,zhōng,xìn
范庄村,fàn,zhuāng,cūn
方碑村,fāng,bēi,cūn
方便面,fāng,biàn,miàn
方柄凿,fāng,bǐng,záo
方撑木,fāng,chēng,mù
方城县,fāng,chéng,xiàn
方程街,fāng,chéng,jiē
方程式,fāng,chéng,shì
方程组,fāng,chéng,zǔ
方法论,fāng,fǎ,lùn
方饭亭,fāng,fàn,tíng
方弓丝,fāng,gōng,sī
方尖碑,fāng,jiān,bēi
方尖形,fāng,jiān,xíng
方洁路,fāng,jié,lù
方解石,fāng,jiě,shí
方介堪,fāng,jiè,kān
方巾气,fāng,jīn,qì
方井街,fāng,jǐng,jiē
方井寺,fāng,jǐng,sì
方块石,fāng,kuài,shí
方块毯,fāng,kuài,tǎn
方块图,fāng,kuài,tú
方块形,fāng,kuài,xíng
方块字,fāng,kuài,zì
方框图,fāng,kuàng,tú
方括号,fāng,kuò,hào
方镁石,fāng,měi,shí
方面军,fāng,miàn,jūn
方钠石,fāng,nà,shí
方硼矿,fāng,péng,kuàng
方铅矿,fāng,qiān,kuàng
方山路,fāng,shān,lù
方山县,fāng,shān,xiàn
方石村,fāng,shí,cūn
方石英,fāng,shí,yīng
方铈矿,fāng,shì,kuàng
方锑矿,fāng,tī,kuàng
方钍矿,fāng,tǔ,kuàng
方伟峰,fāng,wěi,fēng
方位词,fāng,wèi,cí
方位角,fāng,wèi,jiǎo
方慰三,fāng,wèi,sān
方溪村,fāng,xī,cūn
方向舵,fāng,xiàng,duò
方向阀,fāng,xiàng,fá
方向盘,fāng,xiàng,pán
方向器,fāng,xiàng,qì
方向套,fāng,xiàng,tào
方新村,fāng,xīn,cūn
方形灯,fāng,xíng,dēng
方形管,fāng,xíng,guǎn
方形盒,fāng,xíng,hé
方形丝,fāng,xíng,sī
方徐村,fāng,xú,cūn
方英石,fāng,yīng,shí
方铀矿,fāng,yóu,kuàng
方闸门,fāng,zhá,mén
方整石,fāng,zhěng,shí
方枝柏,fāng,zhī,bǎi
方州集,fāng,zhōu,jí
方竹属,fāng,zhú,shǔ
方柱石,fāng,zhù,shí
方庄村,fāng,zhuāng,cūn
坊子区,fāng,zǐ,qū
芳草街,fāng,cǎo,jiē
芳草路,fāng,cǎo,lù
芳村区,fāng,cūn,qū
芳谷村,fāng,gǔ,cūn
芳基核,fāng,jī,hé
芳亭村,fāng,tíng,cūn
芳香基,fāng,xiāng,jī
芳香烃,fāng,xiāng,tīng
芳香型,fāng,xiāng,xíng
芳香志,fāng,xiāng,zhì
芳信路,fāng,xìn,lù
防白蚁,fáng,bái,yǐ
防备老,fáng,bèi,lǎo
防波堤,fáng,bō,dī
防潮坝,fáng,cháo,bà
防潮层,fáng,cháo,céng
防潮带,fáng,cháo,dài
防潮灯,fáng,cháo,dēng
防潮堤,fáng,cháo,dī
防潮柜,fáng,cháo,guì
防潮膜,fáng,cháo,mó
防潮漆,fáng,cháo,qī
防潮珠,fáng,cháo,zhū
防尘板,fáng,chén,bǎn
防尘布,fáng,chén,bù
防尘灯,fáng,chén,dēng
防尘环,fáng,chén,huán
防尘剂,fáng,chén,jì
防尘帽,fáng,chén,mào
防尘器,fáng,chén,qì
防尘网,fáng,chén,wǎng
防尘纸,fáng,chén,zhǐ
防沉剂,fáng,chén,jì
防城区,fáng,chéng,qū
防城县,fáng,chéng,xiàn
防触电,fáng,chù,diàn
防弹布,fáng,dàn,bù
防弹膜,fáng,dàn,mó
防盗版,fáng,dào,bǎn
防盗扣,fáng,dào,kòu
防盗门,fáng,dào,mén
防盗锁,fáng,dào,suǒ
防盗箱,fáng,dào,xiāng
防蠹磺,fáng,dù,huáng
防风林,fáng,fēng,lín
防俯剂,fáng,fǔ,jì
防腐剂,fáng,fǔ,jì
防寒帽,fáng,hán,mào
防寒鞋,fáng,hán,xié
防洪堤,fáng,hóng,dī
防洪墙,fáng,hóng,qiáng
防洪渠,fáng,hóng,qú
防护带,fáng,hù,dài
防护堤,fáng,hù,dī
防护垫,fáng,hù,diàn
防护管,fáng,hù,guǎn
防护盒,fáng,hù,hé
防护环,fáng,hù,huán
防护剂,fáng,hù,jì
防护林,fáng,hù,lín
防护帽,fáng,hù,mào
防护漆,fáng,hù,qī
防护套,fáng,hù,tào
防护箱,fáng,hù,xiāng
防护型,fáng,hù,xíng
防护桩,fáng,hù,zhuāng
防滑布,fáng,huá,bù
防滑带,fáng,huá,dài
防滑底,fáng,huá,dǐ
防滑毯,fáng,huá,tǎn
防滑套,fáng,huá,tào
防滑贴,fáng,huá,tiē
防滑袜,fáng,huá,wà
防滑型,fáng,huá,xíng
防火板,fáng,huǒ,bǎn
防火带,fáng,huǒ,dài
防火剂,fáng,huǒ,jì
防火帽,fáng,huǒ,mào
防火门,fáng,huǒ,mén
防火幕,fáng,huǒ,mù
防火漆,fáng,huǒ,qī
防火墙,fáng,huǒ,qiáng
防火梯,fáng,huǒ,tī
防己碱,fáng,jǐ,jiǎn
防己科,fáng,jǐ,kē
防空洞,fáng,kōng,dòng
防空壕,fáng,kōng,háo
防老剂,fáng,lǎo,jì
防雷电,fáng,léi,diàn
防雷管,fáng,léi,guǎn
防雷箱,fáng,léi,xiāng
防霉剂,fáng,méi,jì
防逆阀,fáng,nì,fá
防潜返,fáng,qián,fǎn
防沙林,fáng,shā,lín
防渗布,fáng,shèn,bù
防渗层,fáng,shèn,céng
防渗剂,fáng,shèn,jì
防渗墙,fáng,shèn,qiáng
防渗透,fáng,shèn,tòu
防湿层,fáng,shī,céng
防蚀剂,fáng,shí,jì
防蚀锌,fáng,shí,xīn
防蚀纸,fáng,shí,zhǐ
防酸碱,fáng,suān,jiǎn
防踢被,fáng,tī,bèi
防偷拍,fáng,tōu,pāi
防伪膜,fáng,wěi,mó
防伪贴,fáng,wěi,tiē
防伪纸,fáng,wěi,zhǐ
防卫厅,fáng,wèi,tīng
防污漆,fáng,wū,qī
防雾膜,fáng,wù,mó
防锈漆,fáng,xìu,qī
防已科,fáng,yǐ,kē
防疫所,fáng,yì,suǒ
防疫站,fáng,yì,zhàn
防疫证,fáng,yì,zhèng
防粘剂,fáng,zhān,jì
防治机,fáng,zhì,jī
防治厉,fáng,zhì,lì
防治率,fáng,zhì,lǜ
防治所,fáng,zhì,suǒ
防撞板,fáng,zhuàng,bǎn
防撞垫,fáng,zhuàng,diàn
防撞击,fáng,zhuàng,jī
防撞架,fáng,zhuàng,jià
防撞块,fáng,zhuàng,kuài
防撞器,fáng,zhuàng,qì
防撞贴,fáng,zhuàng,tiē
防撞桶,fáng,zhuàng,tǒng
防撞柱,fáng,zhuàng,zhù
房产局,fáng,chǎn,jú
房产证,fáng,chǎn,zhèng
房产主,fáng,chǎn,zhǔ
房贷部,fáng,dài,bù
房贷险,fáng,dài,xiǎn
房地产,fáng,dì,chǎn
房管局,fáng,guǎn,jú
房管所,fáng,guǎn,suǒ
房良村,fáng,liáng,cūn
房权证,fáng,quán,zhèng
房山区,fáng,shān,qū
房山石,fáng,shān,shí
房山县,fáng,shān,xiàn
房室束,fáng,shì,shù
房辛店,fáng,xīn,diàn
仿古铜,fǎng,gǔ,tóng
仿拟鲉,fǎng,nǐ,yóu
仿青铜,fǎng,qīng,tóng
仿膳鳚,fǎng,shàn,wèi
仿生学,fǎng,shēng,xué
仿石漆,fǎng,shí,qī
仿首饰,fǎng,shǒu,shì
仿宋体,fǎng,sòng,tǐ
仿星器,fǎng,xīng,qì
仿形铣,fǎng,xíng,xǐ
仿鼬鳚,fǎng,yòu,wèi
纺缍鰤,fǎng,duǒ,shī
纺绩管,fǎng,jì,guǎn
纺绩器,fǎng,jì,qì
纺绩突,fǎng,jì,tū
纺绩腺,fǎng,jì,xiàn
纺建路,fǎng,jiàn,lù
纺科路,fǎng,kē,lù
纺丝器,fǎng,sī,qì
纺丝者,fǎng,sī,zhě
纺五路,fǎng,wǔ,lù
纺织娘,fǎng,zhī,niáng
纺织品,fǎng,zhī,pǐn
放大镜,fàng,dà,jìng
放大率,fàng,dà,lǜ
放大器,fàng,dà,qì
放大纸,fàng,dà,zhǐ
放电灯,fàng,diàn,dēng
放电管,fàng,diàn,guǎn
放电缆,fàng,diàn,lǎn
放电率,fàng,diàn,lǜ
放电器,fàng,diàn,qì
放电室,fàng,diàn,shì
放毒者,fàng,dú,zhě
放毒株,fàng,dú,zhū
放鹤路,fàng,hè,lù
放灰阀,fàng,huī,fá
放灰管,fàng,huī,guǎn
放净槽,fàng,jìng,cáo
放空炮,fàng,kōng,pào
放空气,fàng,kōng,qì
放缆机,fàng,lǎn,jī
放冷风,fàng,lěng,fēng
放冷箭,fàng,lěng,jiàn
放魔鬼,fàng,mó,guǐ
放射病,fàng,shè,bìng
放射线,fàng,shè,xiàn
放射形,fàng,shè,xíng
放射性,fàng,shè,xìng
放卫星,fàng,wèi,xīng
放象镜,fàng,xiàng,jìng
放像机,fàng,xiàng,jī
放泄阀,fàng,xiè,fá
放血者,fàng,xiě,zhě
放养鸡,fàng,yǎng,jī
放液阀,fàng,yè,fá
放液孔,fàng,yè,kǒng
放印子,fàng,yìn,zǐ
放映队,fàng,yìng,duì
放映机,fàng,yìng,jī
放映孔,fàng,yìng,kǒng
放映室,fàng,yìng,shì
放渣班,fàng,zhā,bān
放渣工,fàng,zhā,gōng
放渣孔,fàng,zhā,kǒng
放渣期,fàng,zhā,qī
放置架,fàng,zhì,jià
飞白录,fēi,bái,lù
飞白书,fēi,bái,shū
飞弹螺,fēi,dàn,luó
飞刀剑,fēi,dāo,jiàn
飞蛾七,fēi,é,qī
飞蛾树,fēi,é,shù
飞蛾藤,fēi,é,téng
飞凤鼠,fēi,fèng,shǔ
飞鸽牌,fēi,gē,pái
飞行员,fēi,xíng,yuán
飞鹤路,fēi,hè,lù
飞虹路,fēi,hóng,lù
飞鸿路,fēi,hóng,lù
飞滑石,fēi,huá,shí
飞机坝,fēi,jī,bà
飞机草,fēi,jī,cǎo
飞机场,fēi,jī,chǎng
飞机扣,fēi,jī,kòu
飞机帽,fēi,jī,mào
飞机型,fēi,jī,xíng
飞剪板,fēi,jiǎn,bǎn
飞将军,fēi,jiàng,jūn
飞马座,fēi,mǎ,zuò
飞毛腿,fēi,máo,tuǐ
飞南京,fēi,nán,jīng
飞蓬属,fēi,péng,shǔ
飞卿集,fēi,qīng,jí
飞山街,fēi,shān,jiē
飞仙剑,fēi,xiān,jiàn
飞新村,fēi,xīn,cūn
飞亚村,fēi,yà,cūn
飞亚世,fēi,yà,shì
飞扬草,fēi,yáng,cǎo
飞杨草,fēi,yáng,cǎo
飞英塔,fēi,yīng,tǎ
飞脂鲤,fēi,zhī,lǐ
非草书,fēi,cǎo,shū
非低的,fēi,dī,de
非对称,fēi,duì,chèn
非官方,fēi,guān,fāng
非或门,fēi,huò,mén
非寄主,fēi,jì,zhǔ
非简谐,fēi,jiǎn,xié
非金属,fēi,jīn,shǔ
非晶层,fēi,jīng,céng
非晶的,fēi,jīng,de
非晶硅,fēi,jīng,guī
非晶区,fēi,jīng,qū
非晶态,fēi,jīng,tài
非晶体,fēi,jīng,tǐ
非晶形,fēi,jīng,xíng
非晶状,fēi,jīng,zhuàng
非径向,fēi,jìng,xiàng
非猎犬,fēi,liè,quǎn
非零位,fēi,líng,wèi
非零值,fēi,líng,zhí
非卖品,fēi,mài,pǐn
非贸易,fēi,mào,yì
非煤矿,fēi,méi,kuàng
非奇的,fēi,qí,de
非瑟酮,fēi,sè,tóng
非锁定,fēi,suǒ,dìng
非正式,fēi,zhèng,shì
非洲鲷,fēi,zhōu,diāo
非洲鳄,fēi,zhōu,è
非洲鲼,fēi,zhōu,fèn
非洲界,fēi,zhōu,jiè
非洲菊,fēi,zhōu,jú
非洲鳢,fēi,zhōu,lǐ
非洲龙,fēi,zhōu,lóng
非洲棉,fēi,zhōu,mián
非洲鮨,fēi,zhōu,qí
非洲鳐,fēi,zhōu,yáo
非洲紫,fēi,zhōu,zǐ
啡白根,fēi,bái,gēn
啡窿石,fēi,lóng,shí
啡珊瑚,fēi,shān,hú
绯菱鲷,fēi,líng,diāo
绯牡丹,fēi,mǔ,dān
绯小鲷,fēi,xiǎo,diāo
霏刻清,fēi,kè,qīng
鲱形目,fēi,xíng,mù
鲱脂鲤,fēi,zhī,lǐ
肥城县,féi,chéng,xiàn
肥鹅肝,féi,é,gān
肥田粉,féi,tián,fěn
肥沃土,féi,wò,tǔ
肥皂草,féi,zào,cǎo
肥皂粉,féi,zào,fěn
肥皂核,féi,zào,hé
肥皂荚,féi,zào,jiá
肥皂架,féi,zào,jià
肥皂剧,féi,zào,jù
肥皂泡,féi,zào,pào
肥皂液,féi,zào,yè
肥猪草,féi,zhū,cǎo
腓肠肌,féi,cháng,jī
诽谤罪,fěi,bàng,zuì
榧树属,fěi,shù,shǔ
榧枝叶,fěi,zhī,yè
肺草属,fèi,cǎo,shǔ
肺动脉,fèi,dòng,mài
肺毒清,fèi,dú,qīng
肺防所,fèi,fáng,suǒ
肺活量,fèi,huó,liàng
肺结核,fèi,jié,hé
肺静脉,fèi,jìng,mài
肺力咳,fèi,lì,ké
肺络张,fèi,luò,zhāng
肺气肿,fèi,qì,zhǒng
肺水肿,fèi,shuǐ,zhǒng
肺吸虫,fèi,xī,chóng
肺小叶,fèi,xiǎo,yè
肺形草,fèi,xíng,cǎo
肺循环,fèi,xún,huán
肺移植,fèi,yí,zhí
肺燥证,fèi,zào,zhèng
废碑石,fèi,bēi,shí
废冰铜,fèi,bīng,tóng
废氮液,fèi,dàn,yè
废电缆,fèi,diàn,lǎn
废锭模,fèi,dìng,mú
废钴粒,fèi,gǔ,lì
废黄铜,fèi,huáng,tóng
废机器,fèi,jī,qì
废矿石,fèi,kuàng,shí
废铝箔,fèi,lǚ,bó
废码字,fèi,mǎ,zì
废弃物,fèi,qì,wù
废青铜,fèi,qīng,tóng
废石槽,fèi,shí,cáo
废石堆,fèi,shí,duī
废石灰,fèi,shí,huī
废石棉,fèi,shí,mián
废树脂,fèi,shù,zhī
废酸渣,fèi,suān,zhā
废物堆,fèi,wù,duī
废物箱,fèi,wù,xiāng
废锡矿,fèi,xī,kuàng
废墟谷,fèi,xū,gǔ
废阳极,fèi,yáng,jí
废液槽,fèi,yè,cáo
废蒸汽,fèi,zhēng,qì
废铸件,fèi,zhù,jiàn
沸腾床,fèi,téng,chuáng
沸煮炉,fèi,zhǔ,lú
费尔根,fèi,ěr,gēn
费尔默,fèi,ěr,mò
费古尔,fèi,gǔ,ěr
费雷亚,fèi,léi,yà
费米子,fèi,mǐ,zǐ
费手脚,fèi,shǒu,jiǎo
费守疆,fèi,shǒu,jiāng
费舒美,fèi,shū,měi
费伍德,fèi,wǔ,dé
费希尔,fèi,xī,ěr
费伊鱥,fèi,yī,guì
痱子粉,fèi,zǐ,fěn
分界线,fēn,jiè,xiàn
分镜头,fēn,jìng,tóu
分类学,fēn,lèi,xué
分理处,fēn,lǐ,chù
分列式,fēn,liè,shì
分配律,fēn,pèi,lǜ
分散相,fēn,sàn,xiàng
分身术,fēn,shēn,shù
分数线,fēn,shù,xiàn
分水岭,fēn,shuǐ,lǐng
分水线,fēn,shuǐ,xiàn
分析语,fēn,xī,yǔ
分子病,fēn,zǐ,bìng
分子键,fēn,zǐ,jiàn
分子力,fèn,zǐ,lì
分子量,fèn,zǐ,liàng
分子论,fēn,zǐ,lùn
分子筛,fèn,zǐ,shāi
分子式,fèn,zǐ,shì
芬布芬,fēn,bù,fēn
芬布酯,fēn,bù,zhǐ
芬狄诗,fēn,dí,shī
芬多精,fēn,duō,jīng
芬古斯,fēn,gǔ,sī
芬奈尔,fēn,nài,ěr
芬斯塔,fēn,sī,tǎ
芬沓纳,fēn,tà,nà
芬太尼,fēn,tài,ní
芬维克,fēn,wéi,kè
纷屡舞,fēn,lǚ,wǔ
酚磺酞,fēn,huáng,tài
酚醛漆,fēn,quán,qī
酚试剂,fēn,shì,jì
酚树脂,fēn,shù,zhī
酚酞糖,fēn,tài,táng
坟石村,fén,shí,cūn
坟庄村,fén,zhuāng,cūn
汾陈村,fén,chén,cūn
汾江路,fén,jiāng,lù
汾江南,fén,jiāng,nán
汾阳路,fén,yáng,lù
汾阳县,fén,yáng,xiàn
汾州营,fén,zhōu,yíng
汾猪营,fén,zhū,yíng
焚木村,fén,mù,cūn
焚尸炉,fén,shī,lú
焚香火,fén,xiāng,huǒ
粉尘箱,fěn,chén,xiāng
粉尘仪,fěn,chén,yí
粉尘状,fěn,chén,zhuàng
粉单竹,fěn,dān,zhú
粉底盒,fěn,dǐ,hé
粉底液,fěn,dǐ,yè
粉管核,fěn,guǎn,hé
粉矿槽,fěn,kuàng,cáo
粉矿炉,fěn,kuàng,lú
粉矿率,fěn,kuàng,lǜ
粉粒剂,fěn,lì,jì
粉绿藤,fěn,lǜ,téng
粉绿竹,fěn,lǜ,zhú
粉煤灰,fěn,méi,huī
粉扑儿,fěn,pū,ér
粉茄紫,fěn,qié,zǐ
粉酸竹,fěn,suān,zhú
粉土层,fěn,tǔ,céng
粉芽堆,fěn,yá,duī
粉冶钼,fěn,yě,mù
粉这界,fěn,zhè,jiè
粉蒸肉,fěn,zhēng,ròu
粉质土,fěn,zhì,tǔ
粉状镁,fěn,zhuàng,měi
粉状锡,fěn,zhuàng,xī
粉状皂,fěn,zhuàng,zào
份儿饭,fèn,ér,fàn
奋扬戒,fèn,yáng,jiè
粪鬼伞,fèn,guǐ,sǎn
丰产路,fēng,chǎn,lù
丰城县,fēng,chéng,xiàn
丰都村,fēng,dū,cūn
丰都县,fēng,dū,xiàn
丰富村,fēng,fù,cūn
丰谷路,fēng,gǔ,lù
丰管路,fēng,guǎn,lù
丰禾路,fēng,hé,lù
丰乐村,fēng,lè,cūn
丰乐街,fēng,lè,jiē
丰乐路,fēng,lè,lù
丰美村,fēng,měi,cūn
丰南区,fēng,nán,qū
丰南县,fēng,nán,xiàn
